Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	ID	Cycle	Ch	B1-256	Dyn	Symbol Type	Strt-PPI-NULL-Sync-Res	H-CRC	CRC	Tframe	Tss Length	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	Arb ID	Remote	Xtd	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	PT	Trgt	Src	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
3667	1391.430409	0.001748025	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
3668	1391.444475	0.014065921	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
3669	1391.536168	0.091692686	4.21113E+14	F	F	MS CAN $500	MS CAN		500	F	F	7	61	63	0	10	0	0	0			
3670	1391.551383	0.015215218	2.88072E+14	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
3671	1391.555349	0.003965795	2.88072E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	1A	87	0	0	0	0	0			
3672	1391.561325	0.005976021	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	10	16	5A	87	2	C6	6	11			
3673	1391.562159	0.000834107	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	30	0	0	0	0	0	0	0			
3674	1391.565663	0.003504097	2.84774E+14	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	63	0	10	0	0	0			
3675	1391.571619	0.005955994	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	21	FF	FF	FF	0	5	1	36			
3676	1391.581449	0.009830117	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	22	38	32	34	31	36	38	38			
3677	1391.591593	0.010143876	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	23	41	41	0	0	0	0	0			
3678	1391.611434	0.019841015	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
3679	1391.615428	0.003993809	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
3680	1391.62106	0.005632043	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
3681	1391.625632	0.004572153	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
3682	1391.672682	0.047049463	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	1A	9C	0	0	0	0	0			
3683	1391.683858	0.01117599	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	10	15	5A	9C	1	2	C6	6			
3684	1391.684652	0.000793874	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	30	0	0	0	0	0	0	0			
3685	1391.69042	0.00576818	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	21	11	FF	0	5	1	36	38			
3686	1391.700506	0.01008606	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	22	32	34	31	36	39	31	41			
3687	1391.7104	0.009893954	5.61851E+14	F	F	MS CAN $514	MS CAN		514	F	F	23	41	41	0	0	0	0	0			
3688	1391.721315	0.010915399	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	21	E5	0	0	0	0	0			
3689	1391.730365	0.009050012	4.21113E+14	F	F	MS CAN $514	MS CAN		514	F	F	6	61	E5	10	14	4	3	0			
3690	1391.767449	0.037084222	2.88072E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	1A	90	0	0	0	0	0			
3691	1391.772219	0.004769981	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	10	13	5A	90	32	43	34	50			
3692	1391.773007	0.000787914	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	30	0	0	0	0	0	0	0			
3693	1391.782231	0.009224057	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	21	43	31	42	47	58	47	52			
3694	1391.792241	0.010009944	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	22	32	38	34	30	36	34	33			
3695	1391.800141	0.007899582	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	1A	87	0	0	0	0	0			
3696	1391.812287	0.012145996	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	10	16	5A	87	3	3C	8	7			
3697	1391.813065	0.000778079	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	30	0	0	0	0	0	0	0			
3698	1391.823307	0.010242045	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	21	7F	8	10	11	13	0	30			
3699	1391.832189	0.008881927	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	22	35	30	32	36	38	36	33			
3700	1391.842315	0.010126054	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	23	41	45	0	0	0	0	0			
3701	1391.85295	0.010635495	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	1A	9C	0	0	0	0	0			
3702	1391.862228	0.009277999	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	10	15	5A	9C	1	3	3C	8			
3703	1391.86299	0.000761986	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	30	0	0	0	0	0	0	0			
3704	1391.872388	0.009397984	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	21	7	FF	11	13	0	30	35			
3705	1391.882254	0.009866059	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	22	30	32	36	38	36	33	41			
3706	1391.892796	0.010541916	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	23	45	45	0	0	0	0	0			
3707	1391.90485	0.01205343	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	21	E1	0	0	0	0	0			
3708	1391.912292	0.007441878	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	10	10	61	E1	54	42	4E	41			
3709	1391.913078	0.000786066	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	30	0	0	0	0	0	0	0			
3710	1391.922198	0.009119987	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	21	36	33	30	30	35	30	30			
3711	1391.932296	0.0100981	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	22	35	32	32	38	36	33	41			
3712	1391.938904	0.006607652	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	1A	88	0	0	0	0	0			
3713	1391.94227	0.003365993	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	10	13	5A	88	32	43	34	50			
3714	1391.943052	0.000782132	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	30	0	0	0	0	0	0	0			
3715	1391.952164	0.009111881	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	21	43	31	42	47	58	47	52			
3716	1391.96225	0.010086	5.61851E+14	F	F	MS CAN $508	MS CAN		508	F	F	22	32	38	34	30	36	34	41			
3717	1391.968805	0.006555676	2.89172E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	21	E5	0	0	0	0	0			
3718	1391.972299	0.003494084	4.21113E+14	F	F	MS CAN $508	MS CAN		508	F	F	6	61	E5	10	14	4	3	41			
3719	1392.06967	0.097370923	2.88072E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	1A	90	0	0	0	0	0			
3720	1392.073998	0.004328132	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	10	13	5A	90	32	43	34	50			
3721	1392.07478	0.000781953	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	30	0	0	0	0	0	0	0			
3722	1392.081766	0.006985784	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
3723	1392.085736	0.003969789	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
3724	1392.08629	0.000554264	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	21	43	31	42	47	58	47	52			
3725	1392.089738	0.00344789	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
3726	1392.089974	0.000236154	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
3727	1392.093748	0.003773928	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
3728	1392.09404	0.000292063	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	22	32	38	34	30	36	34	32			
3729	1392.097768	0.003727973	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
3730	1392.101322	0.003554106	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
3731	1392.101812	0.000489891	2.88072E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
3732	1392.102594	0.000782192	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
3733	1392.103189	0.000594258	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
3734	1392.104799	0.001610279	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
3735	1392.105797	0.000997901	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
3736	1392.109823	0.004025877	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
3737	1392.112261	0.002438068	2.84774E+14	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	E5	10	14	4	3	41			
3738	1392.112525	0.000264168	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	35	49	30	35	43	30			
3739	1392.113809	0.001284301	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
3740	1392.114055	0.000245988	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
3741	1392.115363	0.001308203	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	0			
3742	1392.121287	0.005923748	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
3743	1392.123925	0.002638102	2.84774E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	38	34	30	36	34	32			
3744	1392.125235	0.001309991	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
3745	1392.130673	0.005437732	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
3746	1392.133855	0.003182054	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
3747	1392.135067	0.001212001	2.88072E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	1A	87	0	0	0	0	0			
3748	1392.135311	0.000244141	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
3749	1392.143971	0.008660078	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	10	16	5A	87	3	3C	8	7			
3750	1392.144761	0.00079	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	30	0	0	0	0	0	0	0			
3751	1392.153931	0.009170055	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	21	FF	8	10	11	13	0	30			
3752	1392.163907	0.009976089	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	22	35	30	32	36	38	36	32			
3753	1392.173911	0.010003984	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	23	41	45	0	0	0	0	0			
3754	1392.186513	0.012601256	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	21	E1	0	0	0	0	0			
3755	1392.193967	0.007454038	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	10	10	61	E1	54	42	50	41			
3756	1392.194727	0.000759959	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	30	0	0	0	0	0	0	0			
3757	1392.203817	0.009090006	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	21	36	33	33	35	35	30	30			
3758	1392.213857	0.010040104	5.57452E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	22	33	33	37	36	38	36	32			
3759	1392.222028	0.008171558	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	1A	9C	0	0	0	0	0			
3760	1392.233946	0.011917949	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	10	15	5A	9C	1	3	3C	8			
3761	1392.23471	0.000764072	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	30	0	0	0	0	0	0	0			
3762	1392.243924	0.009213984	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	21	7	FF	11	13	0	30	35			
3763	1392.253868	0.009943962	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	22	30	32	36	38	36	32	41			
3764	1392.259664	0.005795836	2.85873E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	1	0	0	0	0	0			
3765	1392.26385	0.004185975	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	23	45	45	0	0	0	0	0			
3766	1392.265128	0.001278222	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	0B	61	1	15	0	0	1			
3767	1392.265918	0.00079006	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
3768	1392.275946	0.010028005	4.56297E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	0	0	0	0	0	0	0			
3769	1392.28117	0.005223691	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	1A	88	0	0	0	0	0			
3770	1392.28404	0.002870023	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	10	13	5A	88	32	43	34	50			
3771	1392.284832	0.000792086	2.89172E+14	F	F	MS CAN $650	MS CAN		650	F	F	30	0	0	0	0	0	0	0			
3772	1392.29188	0.007047892	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	3	0	0	0	0	0			
3773	1392.29376	0.001880109	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	21	43	31	42	47	58	47	52			
3774	1392.296086	0.002326071	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	10	10	61	3	9	BF	2	2			
3775	1392.296878	0.000792086	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	30	0	0	0	0	0	0	0			
3776	1392.303868	0.006990016	5.61851E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	22	32	38	34	30	36	34	41			
3777	1392.305088	0.001220167	5.61851E+14	F	F	MS CAN $504	MS CAN		504	F	F	21	2	2	0	0	0	0	0			
3778	1392.315899	0.010810077	3.41948E+14	F	F	MS CAN $504	MS CAN		504	F	F	22	0	0	0	D2	C0	0	0			
3779	1392.346717	0.030818403	2.88072E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	1A	88	0	0	0	0	0			
3780	1392.354435	0.007717967	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	10	13	5A	88	32	43	34	50			
3781	1392.355199	0.000764012	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	30	0	0	0	0	0	0	0			
3782	1392.365359	0.010160089	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	21	43	31	42	47	58	47	52			
3783	1392.374417	0.009057999	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	22	32	38	34	30	36	34	30			
3784	1392.383188	0.008771479	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	1A	87	0	0	0	0	0			
3785	1392.394502	0.011313975	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	10	16	5A	87	3	CA	2	0			
3786	1392.395265	0.000762105	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	30	0	0	0	0	0	0	0			
3787	1392.404485	0.009220004	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	21	FF	7	8	2	3	0	36			
3788	1392.405219	0.000734031	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
3789	1392.409189	0.003970027	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
3790	1392.409743	0.000554144	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
3791	1392.412203	0.002460182	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
3792	1392.413217	0.001014113	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
3793	1392.415401	0.002184033	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	22	38	30	37	39	39	31	30			
3794	1392.417193	0.001792192	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
3795	1392.422939	0.005745769	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
3796	1392.424287	0.001348138	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
3797	1392.425269	0.000982165	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	23	41	42	0	0	0	0	0			
3798	1392.429405	0.004135907	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
3799	1392.433391	0.003985882	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
3800	1392.437375	0.003983974	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
3801	1392.438021	0.000646114	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
3802	1392.440031	0.002010167	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
3803	1392.441395	0.001363993	2.88072E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
3804	1392.443699	0.002304077	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
3805	1392.445412	0.001712024	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
3806	1392.45067	0.005258024	2.84774E+14	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	E5	10	14	4	3	0			
3807	1392.463333	0.012663305	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	1A	9C	0	0	0	0	0			
3808	1392.464559	0.001226008	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
3809	1392.484579	0.020019889	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	10	15	5A	9C	1	3	CA	2			
3810	1392.485337	0.000757933	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	30	0	0	0	0	0	0	0			
3811	1392.494665	0.009327948	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	21	0	FF	2	3	0	36	38			
3812	1392.504663	0.009998024	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	22	30	37	39	39	31	30	41			
3813	1392.514729	0.010066092	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	23	42	42	0	0	0	0	0			
3814	1392.529798	0.015069187	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	2	21	E1	0	0	0	0	0			
3815	1392.53478	0.004982054	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	10	10	61	E1	54	20	20	52			
3816	1392.535572	0.000792086	2.89172E+14	F	F	MS CAN $648	MS CAN		648	F	F	30	0	0	0	0	0	0	0			
3817	1392.544736	0.009163976	5.61851E+14	F	F	MS CAN $509	MS CAN		509	F	F	21	44	33	34	39	35	42	30			
3818	1392.551936	0.007199645	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
3819	1392.554768	0.002832174	5.44258E+14	F	F	MS CAN $509	MS CAN		509	F	F	22	30	34	39	39	31	30	41			
3820	1392.55571	0.000942111	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	63	0	10	0	0	0			
3821	1392.581039	0.025328696	2.88072E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	1A	88	0	0	0	0	0			
3822	1392.589917	0.008877993	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	10	13	5A	88	32	43	34	50			
3823	1392.590709	0.000792027	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	30	0	0	0	0	0	0	0			
3824	1392.599533	0.00882411	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	21	43	31	42	47	58	47	52			
3825	1392.609663	0.010129988	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	22	32	38	34	30	36	34	30			
3826	1392.612035	0.002371848	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
3827	1392.625663	0.013627887	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
3828	1392.630354	0.004691899	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	1A	87	0	0	0	0	0			
3829	1392.63435	0.003995836	2.89172E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
3830	1392.639504	0.005154014	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	10	16	5A	87	3	CA	2	0			
3831	1392.639748	0.000244081	4.12317E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	0			
3832	1392.640508	0.000760078	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	30	0	0	0	0	0	0	0			
3833	1392.649446	0.008937895	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	21	FF	7	8	2	3	0	36			
3834	1392.660128	0.010682106	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	22	38	30	37	39	39	31	30			
3835	1392.669766	0.009637952	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	23	41	42	0	0	0	0	0			
3836	1392.692305	0.0225389	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	1A	9C	0	0	0	0	0			
3837	1392.699439	0.00713402	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	10	15	5A	9C	1	3	CA	2			
3838	1392.700227	0.000787973	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	30	0	0	0	0	0	0	0			
3839	1392.709363	0.009135902	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	21	0	FF	2	3	0	36	38			
3840	1392.719361	0.009998024	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	22	30	37	39	39	31	30	41			
3841	1392.729385	0.010024071	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	23	42	42	0	0	0	0	0			
3842	1392.744645	0.015259326	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	2	21	E1	0	0	0	0	0			
3843	1392.749387	0.004741967	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	10	10	61	E1	54	20	20	52			
3844	1392.750172	0.000785947	2.89172E+14	F	F	MS CAN $658	MS CAN		658	F	F	30	0	0	0	0	0	0	0			
3845	1392.759335	0.009162009	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	21	44	33	30	34	35	43	30			
3846	1392.769288	0.009953976	5.61851E+14	F	F	MS CAN $50B	MS CAN		50B	F	F	22	38	38	37	39	31	30	41			
3847	1392.801711	0.032422423	2.88072E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	1A	90	0	0	0	0	0			
3848	1392.815159	0.013447881	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	10	13	5A	90	32	43	34	50			
3849	1392.815925	0.000766039	2.89172E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	30	0	0	0	0	0	0	0			
3850	1392.824727	0.008801997	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	21	43	31	42	47	58	47	52			
3851	1392.835083	0.010356009	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	22	32	38	34	30	36	34	0			
3852	1392.844632	0.009549558	2.89172E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	1A	87	0	0	0	0	0			
3853	1392.866086	0.021453857	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	10	16	5A	87	3	75	82	3			
3854	1392.866842	0.000756025	2.89172E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	30	0	0	0	0	0	0	0			
3855	1392.877228	0.01038599	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	21	FF	14	4	53	3	8	30			
3856	1392.885516	0.008288026	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	22	35	30	39	31	39	36	32			
3857	1392.896044	0.010528088	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	23	41	43	0	0	0	0	0			
3858	1392.908024	0.011979282	2.89172E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	21	E1	0	0	0	0	0			
3859	1392.925834	0.017809987	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	10	10	61	E1	30	30	4D	31			
3860	1392.926616	0.000782132	2.89172E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	30	0	0	0	0	0	0	0			
3861	1392.936258	0.009641945	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	21	35	30	30	34	39	39	32			
3862	1392.94625	0.009992003	5.61851E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	22	36	35	31	0	0	0	0			
3863	1392.977766	0.031516373	2.90271E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	12	0	0	0	0			
3864	1392.984228	0.006462097	5.61851E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	10	0D	62	F1	12	30	35	30			
3865	1392.98501	0.000782013	2.97968E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	30	0	0	0	0	0	0	0			
3866	1393.014144	0.029133618	5.61851E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	21	32	36	36	33	32	41	4C			
3867	1393.023481	0.009337664	2.97968E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	22	0	0	0	0			
3868	1393.044149	0.020667791	5.61851E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	10	0D	62	F1	22	30	35	30			
3869	1393.044907	0.000757933	2.97968E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	30	0	0	0	0	0	0	0			
3870	1393.074159	0.029251695	5.61851E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	21	32	36	36	33	32	41	4C			
3871	1393.082097	0.007937729	2.97968E+14	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	54	0	0	0	0			
3872	1393.104146	0.022049785	3.50744E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	5	62	F1	54	0	21	41	4C			
3873	1393.111758	0.007611632	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
3874	1393.115726	0.003967881	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
3875	1393.119654	0.003928006	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
3876	1393.119898	0.00024426	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
