Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	ID	Cycle	Ch	B1-256	Dyn	Symbol Type	Strt-PPI-NULL-Sync-Res	H-CRC	CRC	Tframe	Tss Length	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	Arb ID	Remote	Xtd	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
Line	Abs Time(Sec)	Rel Time (Sec)	Status	Er	Tx	Description	Network	Node	PT	Trgt	Src	B1	B2	B3	B4	B5	B6	B7	B8	Value	Trigger	Signals
805	1341.58583	0.00183624	2.96868E+14	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
806	1341.589852	0.004021645	2.97968E+14	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
807	1341.593024	0.00317204	2.97968E+14	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
808	1341.593842	0.000818014	2.97968E+14	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
809	1341.596096	0.002254188	2.97968E+14	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
810	1341.597098	0.001002073	3.50744E+14	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
811	1341.597838	0.000740111	2.97968E+14	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
812	1341.600406	0.002567947	3.50744E+14	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
813	1341.601852	0.001446009	2.97968E+14	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
814	1341.604554	0.002701998	2.84774E+14	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
815	1341.605856	0.001302123	2.96868E+14	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
816	1341.609401	0.003544331	2.84774E+14	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
817	1341.609912	0.000511646	2.89172E+14	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
818	1341.613892	0.003979802	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
819	1341.61698	0.003088117	2.84774E+14	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
820	1341.617914	0.000934005	2.96868E+14	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
821	1341.621054	0.003140152	5.61851E+14	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
822	1341.622358	0.001303911	2.96868E+14	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
823	1341.623274	0.000916004	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
824	1341.626314	0.003039956	2.96868E+14	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
825	1341.627016	0.000702202	2.97968E+14	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
826	1341.630314	0.003297865	2.96868E+14	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
827	1341.632722	0.002408147	2.97968E+14	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
828	1341.634318	0.001595914	2.96868E+14	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
829	1341.638054	0.003736079	5.44258E+14	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
830	1341.638406	0.000352144	2.97968E+14	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
831	1341.641187	0.00278008	2.84774E+14	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
832	1341.642331	0.001143992	2.97968E+14	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
833	1341.643791	0.001460075	2.97968E+14	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
834	1341.644123	0.000332236	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
835	1341.646325	0.002201974	2.97968E+14	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
836	1341.649381	0.00305599	2.84774E+14	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
837	1341.650077	0.000696242	2.84774E+14	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
838	1341.650325	0.000248075	2.97968E+14	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
839	1341.656305	0.005980015	2.84774E+14	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
840	1341.731063	0.074758291	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
841	1341.813871	0.0828076	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
842	1341.817843	0.003971815	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
843	1341.819361	0.00151819	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
844	1341.824607	0.005246222	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
845	1342.121194	0.296586692	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
846	1342.127116	0.005922079	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
847	1342.581247	0.454130709	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
848	1342.584811	0.003563881	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
849	1342.585291	0.000479996	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
850	1342.589309	0.004018009	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
851	1342.593295	0.003986001	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
852	1342.594567	0.001272082	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
853	1342.595509	0.00094223	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
854	1342.603023	0.007514179	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
855	1342.606935	0.003911912	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
856	1342.611011	0.004076004	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
857	1342.614105	0.003093958	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
858	1342.615001	0.000896096	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
859	1342.618477	0.003476143	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
860	1342.619009	0.000531912	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
861	1342.623031	0.004021764	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
862	1342.623397	0.000366151	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
863	1342.627037	0.003639877	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
864	1342.627481	0.000444114	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
865	1342.631027	0.00354588	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
866	1342.635037	0.004009902	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
867	1342.636685	0.001648128	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
868	1342.640601	0.003916025	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
869	1342.640987	0.000386059	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
870	1342.647023	0.006036043	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
871	1342.651591	0.004567862	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
872	1342.655555	0.003963828	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
873	1342.659551	0.003995776	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
874	1342.662309	0.002758086	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
875	1342.663573	0.001264036	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
876	1342.667586	0.004013777	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
877	1342.667943	0.000356138	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
878	1342.670207	0.002264202	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
879	1342.671577	0.001369894	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
880	1342.672831	0.001254201	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	3	7F	22	78	0	10	3	3			
881	1342.673783	0.000952184	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
882	1342.675573	0.001789987	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
883	1342.679283	0.003710091	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
884	1342.679635	0.000352025	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
885	1342.681221	0.001586199	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
886	1342.68594	0.004718184	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
887	1342.702834	0.016893983	2.97968E+14	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
888	1342.751185	0.048351586	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
889	1342.818442	0.067256689	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
890	1342.82124	0.0027982	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
891	1342.822422	0.001181901	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
892	1342.830508	0.008085847	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
893	1343.141202	0.310693979	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
894	1343.14378	0.00257808	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
895	1343.591259	0.44747895	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
896	1343.595227	0.003967762	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
897	1343.595809	0.000582278	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
898	1343.599259	0.003449857	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
899	1343.603234	0.003975809	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
900	1343.603481	0.000246227	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
901	1343.605417	0.001936197	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
902	1343.613019	0.007602096	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
903	1343.623757	0.010737658	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
904	1343.627727	0.003969967	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
905	1343.630033	0.002306104	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
906	1343.631749	0.001715958	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
907	1343.635093	0.003344119	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
908	1343.635745	0.000652075	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
909	1343.639749	0.004004002	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
910	1343.640955	0.00120604	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
911	1343.643609	0.002654195	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
912	1343.643855	0.000246048	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
913	1343.647769	0.00391382	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
914	1343.648009	0.000240207	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
915	1343.651779	0.003769994	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
916	1343.656745	0.004966021	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
917	1343.658047	0.001302183	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
918	1343.661054	0.00300622	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
919	1343.680477	0.019423008	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
920	1343.684448	0.003971696	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
921	1343.688438	0.003989816	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
922	1343.692076	0.003638089	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
923	1343.692538	0.000461996	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
924	1343.69647	0.003931999	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
925	1343.697832	0.001362085	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
926	1343.700456	0.002624094	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
927	1343.701428	0.000972092	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
928	1343.702669	0.001240194	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
929	1343.703767	0.001098216	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
930	1343.704473	0.000706077	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
931	1343.708463	0.003989816	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
932	1343.709143	0.000680029	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
933	1343.709773	0.00063026	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
934	1343.715763	0.005990088	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
935	1343.77107	0.055307209	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
936	1343.822966	0.05189544	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
937	1343.826936	0.003969967	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
938	1343.833162	0.006226003	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
939	1343.837076	0.003914058	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
940	1344.161237	0.324161351	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
941	1344.169115	0.007878006	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
942	1344.601245	0.432129622	67371008	F	F	MS CAN $600	MS CAN		600	F	F	2	3E	1	0	0	0	0	0			
943	1344.604803	0.003558159	67371008	F	F	MS CAN $500	MS CAN		500	F	F	1	7E	0	12	37	39	32	32			
944	1344.605271	0.000468016	67371008	F	F	MS CAN $658	MS CAN		658	F	F	2	3E	1	0	0	0	0	0			
945	1344.609295	0.004023969	67371008	F	F	MS CAN $6D8	MS CAN		6D8	F	F	3	22	F1	0	0	0	0	0			
946	1344.612337	0.003042102	67371008	F	F	MS CAN $50B	MS CAN		50B	F	F	1	7E	0	0	0	0	0	0			
947	1344.613287	0.000949919	67371008	F	F	MS CAN $628	MS CAN		628	F	F	3	22	F1	0	0	0	0	0			
948	1344.615421	0.002134204	67371008	F	F	MS CAN $51B	MS CAN		51B	F	F	7	62	F1	0	0	2	3	3			
949	1344.623055	0.007633984	67371008	F	F	MS CAN $505	MS CAN		505	F	F	7	62	F1	0	0	2	3	3			
950	1344.640454	0.017399192	67371008	F	F	MS CAN $728	MS CAN		728	F	F	2	3E	1	0	0	0	0	0			
951	1344.644432	0.003978074	67371008	F	F	MS CAN $7F8	MS CAN		7F8	F	F	2	3E	1	0	0	0	0	0			
952	1344.648422	0.003989995	67371008	F	F	MS CAN $678	MS CAN		678	F	F	2	3E	1	0	0	0	0	0			
953	1344.651543	0.003120124	67371008	F	F	MS CAN $525	MS CAN		525	F	F	1	7E	0	0	0	0	0	0			
954	1344.65244	0.000897884	67371008	F	F	MS CAN $680	MS CAN		680	F	F	2	3E	1	0	0	0	0	0			
955	1344.65346	0.001020014	67371008	F	F	MS CAN $50F	MS CAN		50F	F	F	1	7E	0	0	0	0	0	0			
956	1344.654471	0.001010299	67371008	F	F	MS CAN $53F	MS CAN		53F	F	F	1	7E	0	0	0	0	0	0			
957	1344.656453	0.001982033	67371008	F	F	MS CAN $6CC	MS CAN		6CC	F	F	3	22	F1	0	0	0	0	0			
958	1344.660469	0.004015923	67371008	F	F	MS CAN $6A0	MS CAN		6A0	F	F	2	3E	1	0	0	0	0	0			
959	1344.661063	0.000593841	67371008	F	F	MS CAN $510	MS CAN		510	F	F	1	7E	0	0	0	0	0	0			
960	1344.664474	0.003411889	67371008	F	F	MS CAN $6E0	MS CAN		6.00E+00	F	F	3	22	F1	0	0	0	0	0			
961	1344.666403	0.001928091	67371008	F	F	MS CAN $514	MS CAN		514	F	F	1	7E	60	0	5	1	36	38			
962	1344.668475	0.002072036	67371008	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
963	1344.670647	0.002171993	67371008	F	F	MS CAN $6CD	MS CAN		6CD	F	F	7	62	F1	0	0	10	2	3			
964	1344.670883	0.000236213	67371008	F	F	MS CAN $504	MS CAN		504	F	F	6	61	4A	0	1C	80	80	36			
965	1344.678057	0.007174015	67371008	F	F	MS CAN $51C	MS CAN		51C	F	F	7	62	F1	0	0	5	1	3			
966	1344.709285	0.031228483	67371008	F	F	MS CAN $688	MS CAN		688	F	F	3	22	F1	0	0	0	0	0			
967	1344.713261	0.003975987	67371008	F	F	MS CAN $698	MS CAN		698	F	F	3	22	F1	0	0	0	0	0			
968	1344.717253	0.003992021	67371008	F	F	MS CAN $7DA	MS CAN		7DA	F	F	3	22	F1	0	0	0	0	0			
969	1344.721267	0.004013777	67371008	F	F	MS CAN $784	MS CAN		784	F	F	3	22	F1	0	0	0	0	0			
970	1344.721737	0.000470102	67371008	F	F	MS CAN $513	MS CAN		513	F	F	7	62	F1	0	0	3	2	3			
971	1344.722691	0.000954092	67371008	F	F	MS CAN $511	MS CAN		511	F	F	7	62	F1	0	0	10	3	3			
972	1344.723754	0.001062274	67371008	F	F	MS CAN $7DB	MS CAN		7DB	F	F	7	62	F1	0	0	2	1	3			
973	1344.725298	0.001543999	67371008	F	F	MS CAN $7E0	MS CAN		7.00E+00	F	F	2	3E	1	0	0	0	0	0			
974	1344.727242	0.001944244	67371008	F	F	MS CAN $7E8	MS CAN		7.00E+08	F	F	1	7E	0	37	33	34	39	30			
975	1344.72772	0.000478089	67371008	F	F	MS CAN $785	MS CAN		785	F	F	7	62	F1	0	0	10	1	1			
976	1344.729272	0.001551986	67371008	F	F	MS CAN $622	MS CAN		622	F	F	2	3E	1	0	0	0	0	0			
977	1344.733278	0.004005849	67371008	F	F	MS CAN $640	MS CAN		640	F	F	2	3E	1	0	0	0	0	0			
978	1344.737267	0.003989816	67371008	F	F	MS CAN $650	MS CAN		650	F	F	2	3E	1	0	0	0	0	0			
979	1344.739618	0.002350032	67371008	F	F	MS CAN $508	MS CAN		508	F	F	1	7E	0	0	0	0	0	0			
980	1344.74078	0.001162231	67371008	F	F	MS CAN $484	MS CAN		484	F	F	1	7E	0	0	0	0	0	0			
981	1344.745854	0.005074143	67371008	F	F	MS CAN $50A	MS CAN		50A	F	F	1	7E	0	0	0	0	0	0			
982	1344.791134	0.045279801	67371008	F	F	MS CAN $6B0	MS CAN		6B0	F	F	2	3E	1	0	0	0	0	0			
983	1344.82759	0.036456287	67371008	F	F	MS CAN $648	MS CAN		648	F	F	2	3E	1	0	0	0	0	0			
984	1344.83156	0.003969789	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	3E	1	0	0	0	0	0			
985	1344.832626	0.001066089	2.89172E+14	F	F	MS CAN $504	MS CAN		504	F	F	1	7E	3E	0	1C	80	80	36			
986	1344.835086	0.002460241	67371008	F	F	MS CAN $509	MS CAN		509	F	F	1	7E	0	0	0	0	0	0			
987	1345.171189	0.336102664	2.88072E+14	F	F	MS CAN $620	MS CAN		620	F	F	2	21	4A	0	0	0	0	0			
